filename,timestamp,date,top_level_role,cv_validation_fold
solar_Fri_Jun_16_10__19__53_2017_L_0.856038355218_I_0.544752941176.jpg,2017-06-16T10:19:53,2017-06-16,model_development,3
solar_Fri_Jun_16_10__19__59_2017_L_0.856038355218_I_0.544752941176.jpg,2017-06-16T10:19:59,2017-06-16,model_development,3
solar_Fri_Jun_16_10__19__8_2017_L_0.865876034907_I_0.350509803922.jpg,2017-06-16T10:19:08,2017-06-16,model_development,3
solar_Fri_Jun_16_10__1__17_2017_L_0.893632543018_I_0.247274509804.jpg,2017-06-16T10:01:17,2017-06-16,model_development,3
solar_Fri_Jun_16_10__1__1_2017_L_0.894472593275_I_0.255411764706.jpg,2017-06-16T10:01:01,2017-06-16,model_development,3
solar_Fri_Jun_16_10__1__27_2017_L_0.891758602469_I_0.24491372549.jpg,2017-06-16T10:01:27,2017-06-16,model_development,3
solar_Fri_Jun_16_10__1__37_2017_L_0.897423925294_I_0.243568627451.jpg,2017-06-16T10:01:37,2017-06-16,model_development,3
solar_Fri_Jun_16_10__1__47_2017_L_0.89170891251_I_0.239803921569.jpg,2017-06-16T10:01:47,2017-06-16,model_development,3
solar_Fri_Jun_16_10__1__57_2017_L_0.891290025036_I_0.23808627451.jpg,2017-06-16T10:01:57,2017-06-16,model_development,3
solar_Fri_Jun_16_10__1__7_2017_L_0.891364597197_I_0.250450980392.jpg,2017-06-16T10:01:07,2017-06-16,model_development,3
solar_Fri_Jun_16_10__20__14_2017_L_0.859403569406_I_0.54691372549.jpg,2017-06-16T10:20:14,2017-06-16,model_development,3
solar_Fri_Jun_16_10__20__19_2017_L_0.859403569406_I_0.54691372549.jpg,2017-06-16T10:20:19,2017-06-16,model_development,3
solar_Fri_Jun_16_10__20__24_2017_L_0.856074105603_I_0.543580392157.jpg,2017-06-16T10:20:24,2017-06-16,model_development,3
solar_Fri_Jun_16_10__20__29_2017_L_0.856074105603_I_0.543580392157.jpg,2017-06-16T10:20:29,2017-06-16,model_development,3
solar_Fri_Jun_16_10__20__34_2017_L_0.856061864156_I_0.543125490196.jpg,2017-06-16T10:20:34,2017-06-16,model_development,3
solar_Fri_Jun_16_10__20__39_2017_L_0.856061864156_I_0.543125490196.jpg,2017-06-16T10:20:39,2017-06-16,model_development,3
solar_Fri_Jun_16_10__20__44_2017_L_0.868731659132_I_0.543894117647.jpg,2017-06-16T10:20:44,2017-06-16,model_development,3
solar_Fri_Jun_16_10__20__49_2017_L_0.868731659132_I_0.543894117647.jpg,2017-06-16T10:20:49,2017-06-16,model_development,3
solar_Fri_Jun_16_10__20__4_2017_L_0.866007715597_I_0.547909803922.jpg,2017-06-16T10:20:04,2017-06-16,model_development,3
solar_Fri_Jun_16_10__20__54_2017_L_0.8540614225_I_0.537964705882.jpg,2017-06-16T10:20:54,2017-06-16,model_development,3
solar_Fri_Jun_16_10__20__59_2017_L_0.8540614225_I_0.537964705882.jpg,2017-06-16T10:20:59,2017-06-16,model_development,3
solar_Fri_Jun_16_10__20__9_2017_L_0.866007715597_I_0.547909803922.jpg,2017-06-16T10:20:09,2017-06-16,model_development,3
solar_Fri_Jun_16_10__21__14_2017_L_0.880901326549_I_0.539509803922.jpg,2017-06-16T10:21:14,2017-06-16,model_development,3
solar_Fri_Jun_16_10__21__19_2017_L_0.880901326549_I_0.539509803922.jpg,2017-06-16T10:21:19,2017-06-16,model_development,3
solar_Fri_Jun_16_10__21__24_2017_L_0.854636294753_I_0.496847058824.jpg,2017-06-16T10:21:24,2017-06-16,model_development,3
solar_Fri_Jun_16_10__21__29_2017_L_0.854636294753_I_0.496847058824.jpg,2017-06-16T10:21:29,2017-06-16,model_development,3
solar_Fri_Jun_16_10__21__40_2017_L_0.860551952138_I_0.467360784314.jpg,2017-06-16T10:21:40,2017-06-16,model_development,3
solar_Fri_Jun_16_10__21__4_2017_L_0.860635873693_I_0.542098039216.jpg,2017-06-16T10:21:04,2017-06-16,model_development,3
solar_Fri_Jun_16_10__21__50_2017_L_0.878614731246_I_0.483858823529.jpg,2017-06-16T10:21:50,2017-06-16,model_development,3
solar_Fri_Jun_16_10__21__9_2017_L_0.860635873693_I_0.542098039216.jpg,2017-06-16T10:21:09,2017-06-16,model_development,3
solar_Fri_Jun_16_10__22__0_2017_L_0.830500776644_I_0.431721568627.jpg,2017-06-16T10:22:00,2017-06-16,model_development,3
solar_Fri_Jun_16_10__22__10_2017_L_0.876749781277_I_0.537882352941.jpg,2017-06-16T10:22:10,2017-06-16,model_development,3
solar_Fri_Jun_16_10__22__20_2017_L_0.863093293508_I_0.504164705882.jpg,2017-06-16T10:22:20,2017-06-16,model_development,3
solar_Fri_Jun_16_10__22__30_2017_L_0.875344391341_I_0.488215686275.jpg,2017-06-16T10:22:30,2017-06-16,model_development,3
solar_Fri_Jun_16_10__22__40_2017_L_0.874007741539_I_0.458945098039.jpg,2017-06-16T10:22:40,2017-06-16,model_development,3
solar_Fri_Jun_16_10__22__50_2017_L_0.845616803244_I_0.462282352941.jpg,2017-06-16T10:22:50,2017-06-16,model_development,3
solar_Fri_Jun_16_10__23__0_2017_L_0.874388569308_I_0.528333333333.jpg,2017-06-16T10:23:00,2017-06-16,model_development,3
solar_Fri_Jun_16_10__23__10_2017_L_0.863692281172_I_0.500482352941.jpg,2017-06-16T10:23:10,2017-06-16,model_development,3
solar_Fri_Jun_16_10__23__16_2017_L_0.907302182192_I_0.518996078431.jpg,2017-06-16T10:23:16,2017-06-16,model_development,3
solar_Fri_Jun_16_10__23__21_2017_L_0.907302182192_I_0.518996078431.jpg,2017-06-16T10:23:21,2017-06-16,model_development,3
solar_Fri_Jun_16_10__23__26_2017_L_0.869221820853_I_0.384305882353.jpg,2017-06-16T10:23:26,2017-06-16,model_development,3
solar_Fri_Jun_16_10__23__31_2017_L_0.869221820853_I_0.384305882353.jpg,2017-06-16T10:23:31,2017-06-16,model_development,3
solar_Fri_Jun_16_10__23__36_2017_L_0.795903863548_I_0.364188235294.jpg,2017-06-16T10:23:36,2017-06-16,model_development,3
solar_Fri_Jun_16_10__23__41_2017_L_0.795903863548_I_0.364188235294.jpg,2017-06-16T10:23:41,2017-06-16,model_development,3
solar_Fri_Jun_16_10__23__46_2017_L_0.864163843691_I_0.50588627451.jpg,2017-06-16T10:23:46,2017-06-16,model_development,3
solar_Fri_Jun_16_10__23__51_2017_L_0.864163843691_I_0.50588627451.jpg,2017-06-16T10:23:51,2017-06-16,model_development,3
solar_Fri_Jun_16_10__23__56_2017_L_0.845690234852_I_0.472388235294.jpg,2017-06-16T10:23:56,2017-06-16,model_development,3
solar_Fri_Jun_16_10__24__11_2017_L_0.857169476619_I_0.526141176471.jpg,2017-06-16T10:24:11,2017-06-16,model_development,3
solar_Fri_Jun_16_10__24__16_2017_L_0.852415168756_I_0.519023529412.jpg,2017-06-16T10:24:16,2017-06-16,model_development,3
solar_Fri_Jun_16_10__24__1_2017_L_0.845690234852_I_0.472388235294.jpg,2017-06-16T10:24:01,2017-06-16,model_development,3
solar_Fri_Jun_16_10__24__21_2017_L_0.852415168756_I_0.519023529412.jpg,2017-06-16T10:24:21,2017-06-16,model_development,3
solar_Fri_Jun_16_10__24__26_2017_L_0.856429756434_I_0.534219607843.jpg,2017-06-16T10:24:26,2017-06-16,model_development,3
solar_Fri_Jun_16_10__24__31_2017_L_0.856429756434_I_0.534219607843.jpg,2017-06-16T10:24:31,2017-06-16,model_development,3
solar_Fri_Jun_16_10__24__36_2017_L_0.856427148321_I_0.539317647059.jpg,2017-06-16T10:24:36,2017-06-16,model_development,3
solar_Fri_Jun_16_10__24__41_2017_L_0.856427148321_I_0.539317647059.jpg,2017-06-16T10:24:41,2017-06-16,model_development,3
solar_Fri_Jun_16_10__24__46_2017_L_0.853879477233_I_0.536811764706.jpg,2017-06-16T10:24:46,2017-06-16,model_development,3
solar_Fri_Jun_16_10__24__57_2017_L_0.856359188872_I_0.541874509804.jpg,2017-06-16T10:24:57,2017-06-16,model_development,3
solar_Fri_Jun_16_10__24__6_2017_L_0.857169476619_I_0.526141176471.jpg,2017-06-16T10:24:06,2017-06-16,model_development,3
solar_Fri_Jun_16_10__25__17_2017_L_0.858381292873_I_0.539670588235.jpg,2017-06-16T10:25:17,2017-06-16,model_development,3
solar_Fri_Jun_16_10__25__27_2017_L_0.859809037175_I_0.543376470588.jpg,2017-06-16T10:25:27,2017-06-16,model_development,3
solar_Fri_Jun_16_10__25__37_2017_L_0.859255961937_I_0.537396078431.jpg,2017-06-16T10:25:37,2017-06-16,model_development,3
solar_Fri_Jun_16_10__25__47_2017_L_0.899735898201_I_0.539007843137.jpg,2017-06-16T10:25:47,2017-06-16,model_development,3
solar_Fri_Jun_16_10__25__57_2017_L_0.902430023947_I_0.499470588235.jpg,2017-06-16T10:25:57,2017-06-16,model_development,3
solar_Fri_Jun_16_10__25__7_2017_L_0.863729039842_I_0.540474509804.jpg,2017-06-16T10:25:07,2017-06-16,model_development,3
solar_Fri_Jun_16_10__26__13_2017_L_0.840100237939_I_0.464776470588.jpg,2017-06-16T10:26:13,2017-06-16,model_development,3
solar_Fri_Jun_16_10__26__18_2017_L_0.840100237939_I_0.464776470588.jpg,2017-06-16T10:26:18,2017-06-16,model_development,3
solar_Fri_Jun_16_10__26__23_2017_L_0.854850442272_I_0.539105882353.jpg,2017-06-16T10:26:23,2017-06-16,model_development,3
solar_Fri_Jun_16_10__26__28_2017_L_0.854850442272_I_0.539105882353.jpg,2017-06-16T10:26:28,2017-06-16,model_development,3
solar_Fri_Jun_16_10__26__33_2017_L_0.860316883494_I_0.539568627451.jpg,2017-06-16T10:26:33,2017-06-16,model_development,3
solar_Fri_Jun_16_10__26__38_2017_L_0.860316883494_I_0.539568627451.jpg,2017-06-16T10:26:38,2017-06-16,model_development,3
solar_Fri_Jun_16_10__26__43_2017_L_0.85274073637_I_0.531701960784.jpg,2017-06-16T10:26:43,2017-06-16,model_development,3
solar_Fri_Jun_16_10__26__48_2017_L_0.85274073637_I_0.531701960784.jpg,2017-06-16T10:26:48,2017-06-16,model_development,3
solar_Fri_Jun_16_10__26__53_2017_L_0.855957105647_I_0.540498039216.jpg,2017-06-16T10:26:53,2017-06-16,model_development,3
solar_Fri_Jun_16_10__26__58_2017_L_0.855957105647_I_0.540498039216.jpg,2017-06-16T10:26:58,2017-06-16,model_development,3
solar_Fri_Jun_16_10__26__7_2017_L_0.815183737963_I_0.367317647059.jpg,2017-06-16T10:26:07,2017-06-16,model_development,3
solar_Fri_Jun_16_10__27__13_2017_L_0.856530791457_I_0.553756862745.jpg,2017-06-16T10:27:13,2017-06-16,model_development,3
solar_Fri_Jun_16_10__27__18_2017_L_0.856530791457_I_0.553756862745.jpg,2017-06-16T10:27:18,2017-06-16,model_development,3
solar_Fri_Jun_16_10__27__23_2017_L_0.850846952673_I_0.552847058824.jpg,2017-06-16T10:27:23,2017-06-16,model_development,3
solar_Fri_Jun_16_10__27__28_2017_L_0.850846952673_I_0.552847058824.jpg,2017-06-16T10:27:28,2017-06-16,model_development,3
solar_Fri_Jun_16_10__27__33_2017_L_0.856856333731_I_0.555290196078.jpg,2017-06-16T10:27:33,2017-06-16,model_development,3
solar_Fri_Jun_16_10__27__38_2017_L_0.856856333731_I_0.555290196078.jpg,2017-06-16T10:27:38,2017-06-16,model_development,3
solar_Fri_Jun_16_10__27__3_2017_L_0.854374830253_I_0.548682352941.jpg,2017-06-16T10:27:03,2017-06-16,model_development,3
solar_Fri_Jun_16_10__27__44_2017_L_0.860178243033_I_0.554431372549.jpg,2017-06-16T10:27:44,2017-06-16,model_development,3
solar_Fri_Jun_16_10__27__49_2017_L_0.860178243033_I_0.554431372549.jpg,2017-06-16T10:27:49,2017-06-16,model_development,3
solar_Fri_Jun_16_10__27__54_2017_L_0.853605745348_I_0.552603921569.jpg,2017-06-16T10:27:54,2017-06-16,model_development,3
solar_Fri_Jun_16_10__27__59_2017_L_0.853605745348_I_0.552603921569.jpg,2017-06-16T10:27:59,2017-06-16,model_development,3
solar_Fri_Jun_16_10__27__8_2017_L_0.854374830253_I_0.548682352941.jpg,2017-06-16T10:27:08,2017-06-16,model_development,3
solar_Fri_Jun_16_10__28__14_2017_L_0.855890302123_I_0.552819607843.jpg,2017-06-16T10:28:14,2017-06-16,model_development,3
solar_Fri_Jun_16_10__28__19_2017_L_0.855890302123_I_0.552819607843.jpg,2017-06-16T10:28:19,2017-06-16,model_development,3
solar_Fri_Jun_16_10__28__24_2017_L_0.856811712651_I_0.556596078431.jpg,2017-06-16T10:28:24,2017-06-16,model_development,3
solar_Fri_Jun_16_10__28__29_2017_L_0.856811712651_I_0.556596078431.jpg,2017-06-16T10:28:29,2017-06-16,model_development,3
solar_Fri_Jun_16_10__28__34_2017_L_0.85015769517_I_0.55331372549.jpg,2017-06-16T10:28:34,2017-06-16,model_development,3
