pred_L,I,interval_width
0.056916304,0.0072392155,0.1163904923321972
0.18829167,0.5815686,0.2399494950035496
0.1488324,0.16366667,0.2121480158259989
0.14508677,0.17814118,0.211142034489531
0.048333332,0.57998824,0.1205759947435727
0.06932832,0.15309411,0.155944379460145
0.014048564,0.3740549,0.0414232204761654
0.5486878,0.34420785,0.1291892828907821
0.013751529,0.14748235,0.0479322634343302
0.08967969,0.34130982,0.1928488667326163
0.62755877,0.5944039,0.062943628768638
0.20691079,0.2771843,0.3298108730575475
0.5306302,0.35650587,0.0883205547111307
0.8016191,0.33418822,0.0774692437823987
0.06727011,0.21189412,0.1408930779123491
0.021837253,0.08137255,0.0613912812129336
0.6687876,0.20960784,0.0853979145776091
0.04640473,0.50316864,0.1211488052121496
0.08519,0.380549,0.1683969227872038
0.02304938,0.45619217,0.0719662302940505
0.40075496,0.12312549,0.2700255121378869
0.019511994,0.4767686,0.0522218222923617
0.62896425,0.48994902,0.074688995161178
0.16040365,0.21323137,0.2402922491167683
0.72399485,0.15967451,0.089570112590116
0.12836868,0.41053724,0.1900655459080069
0.041528415,0.2117804,0.1173507184957875
0.102299966,0.30623528,0.2191732455178521
0.05513005,0.6211216,0.1225366974559574
0.10332346,0.21949804,0.1697919677729291
0.09455711,0.68501174,0.2112486712558859
0.029869676,0.3699451,0.0795305966224511
0.091860496,0.5314431,0.2118793686257361
0.6193456,0.66246665,0.0594127131383279
0.037901703,0.15296863,0.0969819921889324
0.27972218,0.06654118,0.2797971502885583
0.10911005,0.4328,0.2007981681216377
0.8460201,0.19301568,0.0887258817388403
0.62406355,0.6885137,0.0680378470716904
0.47383305,0.28626665,0.2318367702642101
0.110428005,0.24143921,0.2129331729597442
0.118231446,0.27457255,0.1809303643882084
0.15951432,0.7473098,0.2106377431031965
0.7754321,0.41233724,0.0985079173276737
0.6389683,0.29874116,0.0772741219742145
0.11858025,0.48121175,0.1911155133603949
0.12819302,0.752451,0.1966082671744751
0.014502849,0.35406274,0.0478403417905352
0.012265596,0.27685884,0.0386281051401521
0.83186984,0.46418038,0.088850734242007
0.08784799,0.33496863,0.1842696766921936
0.05891554,0.37143138,0.123876370757034
0.18902896,0.3666353,0.2086697367587433
0.7570758,0.35793334,0.0864274295422022
0.6483686,0.50412154,0.0744593801245883
0.19462216,0.79899216,0.2879107940926803
0.5707237,0.021611765,0.1580058264415224
0.6071976,0.8291451,0.0552735605667256
0.6302667,0.28328627,0.0681836874654067
0.06398707,0.5939373,0.1459466579515644
0.097073935,0.6974941,0.2063776358858592
0.17533876,0.75813335,0.2545203278198988
0.53733635,0.4410392,0.1059357078573029
0.098133266,0.18354902,0.20343931405979
0.39251652,0.11598823,0.1720075802977995
0.7222543,0.18132156,0.1008269119520985
0.030641818,0.1426902,0.0954874061262381
0.16727647,0.7791294,0.2641529496154258
0.12694366,0.6073843,0.2214681276864318
0.61557245,0.06024706,0.0567374017112753
0.17367804,0.63399214,0.2765900785021135
0.021427581,0.32939607,0.0560081894410837
0.28685078,0.214,0.2706207589332988
0.04654698,0.20654902,0.1091129702926779
0.10305521,0.2456549,0.2187295600555115
0.00996794,0.31318823,0.0340045651040459
0.50648546,0.4615451,0.11395979043033
0.32282916,0.3970157,0.2280338941979178
0.01585824,0.4392706,0.0505877121524929
0.03469949,0.16147059,0.0828548641730523
0.048905395,0.64182353,0.1372568258829395
0.025160287,0.5255137,0.0799386992999441
0.050372515,0.19875686,0.1391821709973076
0.03725338,0.17922352,0.1079613244637962
0.02872674,0.17514902,0.073419798689966
0.8655665,0.57585883,0.0861686140945956
0.041619558,0.2308902,0.0899394084733265
0.058558177,0.56714904,0.1424102998587472
0.659733,0.31914508,0.081123368125118
0.5462557,0.2652,0.1354860028463116
0.01560267,0.3729647,0.0430788519920305
0.35090077,0.411,0.2106576504864122
0.023168685,0.43955293,0.0566472396756274
0.062292833,0.077011764,0.1435804362217146
0.62147623,0.6548353,0.0616859279599526
0.08233511,0.56348234,0.1863427981313494
0.543868,0.2652,0.1337896982153746
0.1401513,0.34429413,0.192792645378465
0.0390048,0.27612156,0.0942779965291695
0.4060567,0.07687451,0.5177535396583063
0.2576122,0.026835294,0.2867238779227132
0.14757067,0.8109255,0.2281522598474673
0.04341321,0.25581175,0.0968038106969385
0.02710018,0.101458825,0.0806332440809611
0.31948447,0.3970157,0.2693497585514965
0.019278077,0.3774,0.0534305704613719
0.10254897,0.1969098,0.2090307580021009
0.09919757,0.16877255,0.1827430888214035
0.01729709,0.6447725,0.0609027955213326
0.0990448,0.015145098,0.1747013743417684
0.8758908,0.33481178,0.092950757019915
0.030979834,0.728753,0.0970056847944636
0.07881797,0.3735451,0.1508942018681504
0.011383172,0.2995608,0.0336977585382396
0.71975523,0.11008235,0.1012929827510458
0.08917086,0.10417255,0.1542909626483397
0.16685009,0.7150667,0.2922797373970144
0.029399417,0.30418038,0.0753017885565331
0.014036954,0.4784,0.0421211323417344
0.19414051,0.77502745,0.26784387126926
0.012484569,0.06012941,0.0355794672488316
0.06738307,0.29576862,0.1535310198811271
0.27961478,0.06256471,0.3140590541985338
0.5657426,0.10712549,0.1494677879342436
0.49999264,0.3445255,0.1039034814014514
0.08231133,0.27053726,0.1616717534665527
0.5346964,0.37982744,0.1065379386225735
0.009659457,0.1748706,0.0289780285438055
0.62586695,0.36369413,0.0507745881019026
0.07977167,0.28678823,0.174601560717752
0.070122495,0.66695684,0.1496338832576476
0.85223126,0.5938745,0.094416403170892
0.119334556,0.271,0.178782531284065
0.07445827,0.014752941,0.1388473777739458
0.07214834,0.401749,0.1755214713166147
0.101640284,0.15552157,0.1889273083494048
0.14666864,0.90399605,0.2320071315568481
0.029028378,0.3287961,0.0783287018342191
0.63782156,0.49155295,0.0585592313287195
0.019670783,0.4924941,0.0548976199667132
0.89442056,0.32752156,0.0948075003999873
0.14745311,0.13649411,0.2267991059278971
0.030099414,0.18668236,0.0774254115884605
0.55079496,0.48530588,0.1639470959437933
0.0098892655,0.31906274,0.0362169451824942
0.019045718,0.36952156,0.0574573284839472
0.15345731,0.7864039,0.272207552126317
0.8060095,0.46944705,0.1058674201321998
0.56249,0.22056471,0.2537825585413304
0.012220171,0.29403138,0.0367419738847041
0.008228279,0.2849255,0.0279040034078146
0.89135116,0.30559608,0.0922733478664394
0.03240326,0.20689411,0.0814510558689384
0.032031983,0.5850863,0.0834185891635119
0.14297397,0.34390196,0.2411140150110999
0.1315953,0.05756863,0.2357938992551463
0.8594331,0.48821568,0.1046366124225854
0.029261546,0.23976862,0.0817773988805868
0.0098374,0.06767843,0.0305505473773914
0.6351932,0.5105412,0.0695700840631956
0.010959522,0.45513725,0.0338735380209422
0.5547575,0.3361647,0.1473114132585975
0.019380273,0.12702353,0.0599210944751316
0.023025956,0.08731373,0.0630966919960983
0.0553475,0.43848628,0.1058139735134894
0.8342904,0.13881177,0.0964338333370808
0.116145745,0.4705294,0.2128778676176054
0.14196643,0.45680785,0.2090731281653985
0.032995597,0.28587842,0.0875939442407546
0.5045254,0.34594902,0.0969546681863808
0.0967909,0.77513725,0.2031508275956254
0.13242486,0.3602392,0.200481140425202
0.06978415,0.76422745,0.142083930154821
0.104245186,0.16542745,0.1563967458199952
0.098624304,0.84531766,0.2114872958537449
0.8901109,0.31865883,0.0797383451780302
0.028476985,0.2290157,0.0768508649202292
0.109722026,0.15368627,0.1933075013759369
0.8494992,0.6029177,0.0829259658340806
0.6138872,0.70657647,0.0666460047084762
0.060996957,0.21375686,0.1339786609596225
0.3543216,0.7729176,0.268161835048851
0.0798174,0.23240392,0.1674445443775571
0.109521225,0.17966667,0.1807769590855076
0.8423941,0.13358432,0.1042163628720003
0.3948127,0.23620392,0.1604621828187747
0.048327904,0.39490196,0.1205083904325363
0.3167023,0.05232549,0.2465015809572796
0.19468684,0.79207057,0.3389424630810697
0.06233531,0.79739213,0.1477696273491945
0.08196436,0.7977412,0.1800355161100485
0.6505711,0.30137646,0.0691594465349372
0.54106766,0.27547842,0.1267755896850246
0.17930785,0.25599608,0.2515791361075746
0.09772028,0.30803922,0.1800176872348783
0.69421494,0.07547059,0.0851381039270711
0.32989076,0.594502,0.2219662472476337
0.13039441,0.45904705,0.1975482991245004
0.8219504,0.20621568,0.0906744567965862
0.12455763,0.09077255,0.2153524490519285
0.84338385,0.16905883,0.0894572261506085
0.03838486,0.32168236,0.094216104310897
0.08754496,0.48383138,0.1725285495776317
0.6266124,0.3931647,0.0604761122316388
0.65235245,0.31841567,0.0885372771064263
0.8505225,0.56153333,0.090880633140107
0.01329743,0.22271764,0.0425526185354407
0.011791071,0.355549,0.0348515305030612
0.050396506,0.20652941,0.1055042283497417
0.015551717,0.4017098,0.0437983843234757
0.0053827274,0.23645099,0.0196135515119457
0.83131266,0.13879608,0.0868368155691214
0.70849234,0.099427454,0.088018237751996
0.5845092,0.16218823,0.2112512652265248
0.1183704,0.075294115,0.2274771474366885
0.66383505,0.07071373,0.0725932056022007
0.08898458,0.84425884,0.1957358698421368
0.0102679385,0.37458822,0.0341945958319594
0.2117981,0.24568628,0.3128567534642898
0.047512695,0.4353804,0.1252422583262004
0.014627909,0.26834902,0.044109104752274
0.08140434,0.14553334,0.1667126316660534
0.40348408,0.28460392,0.2227818001394499
0.8934439,0.5392745,0.077703144404609
0.009524884,0.14210588,0.0343081083858832
0.025346143,0.093203925,0.0659524074751381
0.93943405,0.6978039,0.0638077124798883
0.6307784,0.3508745,0.0642277625068317
0.03923301,0.1939804,0.095541463952046
0.013320668,0.3178353,0.0498571592985079
0.3673544,0.76392156,0.2165782880307488
0.03596346,0.16612941,0.0979053290101852
0.63954276,0.6478588,0.0613715740747722
0.038038634,0.31851372,0.1049706881447283
0.22683635,0.48560393,0.336361706264504
0.11300359,0.42294118,0.2403796568289413
0.051111188,0.5548157,0.1087115975814418
0.06700148,0.17650588,0.1426623157266924
0.45399988,0.62180394,0.2176387785951527
0.07380268,0.18411373,0.1499355919994598
0.0111521995,0.22428235,0.0417518162216768
0.08824193,0.26061568,0.1814881914657358
0.54104346,0.44118038,0.1014221123338308
0.589779,0.27181175,0.2175767757658802
0.536089,0.5768863,0.0747347549918129
0.30936292,0.3989451,0.2414735709705433
0.04095086,0.37644705,0.1051762637500574
0.31285357,0.13634117,0.1983424831298309
0.035789486,0.79611766,0.0942459716391055
0.076469325,0.4163294,0.1534329937353185
0.10128072,0.27189413,0.1999844646937005
0.16852725,0.21956863,0.2004588494928678
0.09995121,0.2102745,0.1824753394756023
0.008862927,0.09904314,0.0259752766012934
0.13016196,0.13961568,0.210240964507648
0.63577795,0.50424707,0.0604116987254554
0.104953155,0.1397451,0.2167180081504798
0.015660567,0.7363255,0.045236240560446
0.12683406,0.13150196,0.2397502666929547
0.02648759,0.16281961,0.0754882249086469
0.124697134,0.6923765,0.2111335847864502
0.09290174,0.75096077,0.1952058746562898
0.05695187,0.542851,0.1202229760997956
0.39950207,0.2699608,0.135913913394155
0.51687694,0.5110902,0.1117153988916408
0.041090976,0.2100353,0.1037823962270706
0.6729562,0.20861961,0.0793771459287491
0.006912231,0.31518432,0.0233265214380999
0.06614937,0.29089412,0.1586052069201405
0.3975297,0.17601961,0.1644667349693422
0.014541899,0.2701294,0.0415581068586286
0.026437597,0.5395804,0.0784387974306038
0.8020768,0.7641647,0.0896393815353875
0.02067393,0.4751255,0.057357870603097
0.83562386,0.2346549,0.1002766112558117
0.12089215,0.33276078,0.1905096765999037
0.00965948,0.30603528,0.0291061608581939
0.6609887,0.25146276,0.0910776339652539
0.1588429,0.5544588,0.2373366502138798
0.14021695,0.5497451,0.2180932209561612
0.38701594,0.11672941,0.153906569846168
0.0471659,0.21850589,0.1309357499565998
0.21806549,0.58435684,0.3174420661086704
0.026962303,0.78299606,0.0811804433895561
0.021443792,0.08741961,0.0627118390076725
0.6521255,0.48647842,0.0755925300876816
0.41303718,0.38774902,0.3013452004214336
0.056700096,0.3923451,0.1284386063652794
0.60723454,0.06842353,0.0552208943952838
0.83693177,0.2000902,0.086985742316209
0.053475533,0.41098824,0.1299239783594517
0.0873175,0.5280902,0.1837847416131509
0.0066395504,0.33110195,0.021864474136085
0.25354758,0.33173335,0.2289453879204651
0.07066473,0.7123294,0.1616532973278234
0.33027622,0.15866275,0.2338478342222658
0.022752227,0.38228628,0.0574581695592194
0.01610109,0.16323529,0.0460015737213644
0.15907541,0.31775686,0.1941556589398205
0.1027622,0.7320039,0.1961347660692846
0.11911426,0.45119607,0.2380776822236637
0.10366473,0.24220392,0.1806044401771306
0.037394885,0.17443137,0.0862233013569305
0.3466455,0.15795293,0.1949558294934847
0.009284889,0.27567452,0.0254317562647385
0.10742559,0.013270589,0.2227895698513387
0.43960568,0.30733332,0.2367285445773352
0.034447204,0.43494117,0.1003753222122964
0.09162638,0.010905882,0.1871614187945935
0.03420988,0.20943922,0.0871581173929952
0.6326921,0.4602392,0.0611249485095122
0.07208301,0.59390587,0.1629951129759724
0.0066657625,0.10378039,0.0235243191628369
0.058131512,0.7259216,0.1318295243963499
0.0076036924,0.24345098,0.0237643199714535
0.033007428,0.2815255,0.0777312595951049
0.46072415,0.33864313,0.1963995283977302
0.08800291,0.10143137,0.1600852447622528
0.88787633,0.24595687,0.1065474828875949
0.010639143,0.28773725,0.0407423520771121
0.010270136,0.4125843,0.0309880136224533
0.060436968,0.18357646,0.1269137857032477
0.25395432,0.4159608,0.2617147910388683
0.012812788,0.2723098,0.0380166388038283
0.14139219,0.2253098,0.227841755599826
0.2954768,0.13434118,0.2405202606209989
0.14132988,0.6595961,0.2171803055033318
0.38636887,0.18042353,0.166413926774485
0.16955219,0.22001961,0.1998385062503542
0.8229406,0.59049803,0.1096456217423702
0.015386061,0.27913725,0.0550413118898516
0.08551474,0.11,0.1799852353561626
0.28225002,0.49570587,0.3203185113740736
0.026282651,0.17569412,0.0743352336910969
0.8658579,0.5427804,0.0904546554327678
0.08641406,0.23447451,0.1818940168582355
0.598322,0.7382157,0.2532776428006169
0.4117716,0.39994118,0.2875130028163136
0.026380785,0.20783529,0.0744336407426066
0.7831931,0.774,0.1270271997305829
0.07370381,0.19921568,0.159850384694433
0.103876956,0.13654903,0.1947027747320157
0.33373222,0.0632353,0.2095883233383499
0.7770716,0.7520902,0.1075296479001255
0.015974334,0.41376078,0.0473113734869603
0.017446285,0.5401608,0.0497010059297765
0.08802454,0.34156862,0.1971385544843838
0.6298555,0.7882902,0.0679798977375625
0.12685372,0.5798392,0.1867678680738144
0.66015726,0.23500392,0.0755616412725816
0.8572435,0.16229804,0.0875877369556938
0.96236426,0.5155804,0.0547017336229582
0.58083224,0.3221804,0.1921069186515667
0.07742532,0.24813725,0.1632125390494268
0.6986443,0.093682356,0.0954698648634531
0.50809294,0.5258,0.1005278301396712
0.015851673,0.08745883,0.0470790962066353
0.6062697,0.04865098,0.0550638030330827
0.03130301,0.36959216,0.082086425520378
0.6182241,0.31793725,0.0706474441706455
0.8047196,0.65925884,0.0946063008921953
0.1383909,0.5481451,0.2583890804751162
0.1013458,0.16338824,0.1744735898078359
0.09110119,0.062509805,0.1808122770571392
0.03312172,0.28923136,0.0853061727455971
0.74742055,0.81638825,0.0917796498969036
0.6301062,0.57905096,0.0601857950250721
0.64947486,0.32933727,0.0661911934360528
0.639374,0.38484704,0.067528198738622
0.028642204,0.31690195,0.0702022920086878
0.009941036,0.31948626,0.0308817881937848
0.13247566,0.31189805,0.2214837363036387
0.8036707,0.3181098,0.0996325213248321
0.6310579,0.5764941,0.0663766062016812
0.26622108,0.061337255,0.2595322337101055
0.7213826,0.11628235,0.0922106099148896
0.03633074,0.28345883,0.0947880249353429
0.010166325,0.32112548,0.034103099138621
0.33036816,0.2580392,0.2515524781816527
0.60366577,0.7675176,0.0579010896098732
0.14469016,0.42909804,0.2341281361090239
0.81868386,0.39768234,0.0933746086486078
0.014158343,0.25739607,0.0419526300007861
0.08980267,0.6182745,0.1820021562337245
0.63876593,0.40384707,0.0689010793402948
0.35552788,0.6110706,0.2474823433471055
0.096726835,0.17542353,0.1597734497256568
0.035589945,0.3832157,0.0932370116375836
0.4050763,0.28407452,0.303248981454104
0.03160167,0.38786274,0.0890280017971732
0.011782981,0.23626274,0.0339972255765546
0.97245073,0.6587529,0.038713540675789
0.027494283,0.58638823,0.0685561314367219
0.13552769,0.4432549,0.2165707751006008
0.6415083,0.07299215,0.0802252818167195
0.10179441,0.14797647,0.1993830662613845
0.01680262,0.097956866,0.0503129807083873
0.6301536,0.5957098,0.0634134536939863
0.124913156,0.15649411,0.2048462212918175
0.03439004,0.035937253,0.0952347632215007
0.3957311,0.20098823,0.1776676700346742
0.3966404,0.1162,0.1771170486187105
0.09068725,0.2666392,0.1406367687144971
0.6298164,0.6450314,0.0763052606840444
0.20674011,0.30240783,0.2747805712757578
0.074435584,0.7780667,0.1643971251668199
0.06820054,0.82488626,0.1456544553449106
0.7332153,0.15967451,0.1107077612291198
0.05174991,0.37244314,0.1195713475219978
0.04680707,0.32673332,0.1033137146669042
0.016403286,0.44470197,0.052774516595715
0.13914566,0.4157059,0.2366304695058744
0.028842809,0.3707412,0.0776350137621765
0.012208793,0.30588236,0.0393482910621001
0.14476335,0.08588235,0.235153389917501
0.009590312,0.22381961,0.0288871436790635
0.68142396,0.5525686,0.0759685303797983
0.652286,0.32948628,0.0664260659612121
0.95429313,0.31355685,0.0607413076135305
0.57097816,0.2409451,0.1484897747660427
0.64551437,0.3261294,0.0677895840683193
0.69433266,0.09350196,0.0699502492675809
0.011694235,0.4030745,0.0437159089485669
0.024136277,0.445349,0.0755287512886832
0.6593838,0.4788549,0.0717066726463284
0.05193862,0.3739451,0.1125537813704689
0.04045226,0.35312158,0.0826249763049102
0.08120345,0.20980392,0.1584648478833174
0.009011347,0.27566275,0.0313025374919772
0.02134489,0.09506275,0.0638795484923988
0.01831516,0.05825098,0.0476210070373423
0.12181957,0.47457647,0.2215303437140515
0.26210916,0.13454902,0.3141587970330526
0.009711079,0.28201962,0.0391813373017115
0.08425703,0.6204745,0.1781908897773655
0.054116175,0.3826863,0.1223360542494688
0.72143275,0.42680392,0.0982299978668057
0.036232855,0.48620784,0.1062438826488277
0.635299,0.52111375,0.0571091515107344
0.21041869,0.78881174,0.3461988180291545
0.12243458,0.7960824,0.2548458804980056
0.014531761,0.9414588,0.0474158477870839
0.40512818,0.28179216,0.2449840176360284
0.88649523,0.29206666,0.0885940701912821
0.07222626,0.7976706,0.1593903636274731
0.8882075,0.16630197,0.0914939348945984
0.011519016,0.3441804,0.0318132686024748
0.12640584,0.16942745,0.2284529342407607
0.11119123,0.49698824,0.1970662788122084
0.12179943,0.14892548,0.2216241940002086
0.94776803,0.2544196,0.0695203792323773
0.34573123,0.19970196,0.2312746258882262
0.17365825,0.25108626,0.2019006806136302
0.16526751,0.18618432,0.2330880084401296
0.17838438,0.2088549,0.2614560843939467
0.016287014,0.06685098,0.0487835071478631
0.03395396,0.41721568,0.0900817183920978
0.01869362,0.3200941,0.0549760135352753
0.53363854,0.48922744,0.0932541334135981
0.01578405,0.14190196,0.0434833309620572
0.07986033,0.23047058,0.1783802537130366
0.10232124,0.37217647,0.1916241835000298
0.55635166,0.28039217,0.1529858578845609
0.030877039,0.6166,0.0865580255474167
0.008363106,0.111768626,0.0249004756472231
0.063167036,0.37533334,0.1327696729172592
0.04577312,0.2210745,0.1122336787269905
0.024898171,0.55676866,0.0663943674377134
0.12605777,0.01605098,0.1852777912335811
0.102918684,0.22192156,0.2077602714418557
0.2952281,0.13481176,0.3109468450957063
0.005165008,0.18898432,0.0190192593281122
0.12239185,0.28857255,0.1923081129922841
0.016368818,0.23826274,0.0468057804196579
0.1405021,0.27507058,0.2036178568767354
0.08829433,0.0672549,0.1748349809277322
0.7904004,0.23943922,0.1126629365034741
0.4973255,0.3368588,0.1320040597269918
0.10782755,0.73310196,0.2291346498608817
0.08151425,0.7867412,0.1625811242143294
0.016379163,0.28613725,0.0427249881964545
0.115813494,0.021937255,0.2103284303530519
0.024453053,0.26023138,0.0721568347280824
0.11926018,0.37098038,0.2215305522261134
0.5841974,0.6494,0.2013287533248868
0.62676364,0.5509804,0.0725684329322409
0.031316593,0.40582353,0.082368994044832
0.03637419,0.57447845,0.0924176102276227
0.015455128,0.22710197,0.0483343375906641
0.8361135,0.16673726,0.0973345926473034
0.11785725,0.13807844,0.2173157489812697
0.13158718,0.37208235,0.1802186233585518
0.035750724,0.0033960785,0.0996444247761206
0.3171424,0.27869412,0.2584813807356273
0.018872837,0.088007845,0.052236315854481
0.0209633,0.48024315,0.0653332220865732
0.11152444,0.15261962,0.1553326591222714
0.028888062,0.15820391,0.0957409609943638
0.31990865,0.11785098,0.2255142495868779
0.54010016,0.6609804,0.1212709128787876
0.078717224,0.22062352,0.178938149397624
0.13432276,0.35814902,0.1979704566167287
0.09729435,0.72707057,0.173034538847899
0.06872166,0.35099214,0.1541856605305811
0.8142168,0.30875295,0.0968722318196699
0.027385896,0.25771764,0.0794529862421716
0.11530873,0.062341176,0.2275452812352084
0.72650915,0.18155295,0.0841744915674311
0.60281736,0.057486273,0.058854951510517
0.10621366,0.20931372,0.2238518709815908
0.722063,0.10537255,0.0962215573582858
0.6131809,0.051713724,0.066486311702447
0.05395515,0.4223804,0.1372439775234613
0.17510556,0.23628627,0.2514397011130227
0.10435479,0.6377647,0.2020917769538101
0.5022061,0.524298,0.2022408285207459
0.028381279,0.09719608,0.0691293217481002
0.022482786,0.28080785,0.0631961412772274
0.0059200637,0.17972156,0.0222225286228332
0.055900604,0.6846039,0.1392107295412149
0.044259015,0.22087844,0.1168408548820149
0.7349807,0.21832156,0.0926768689906927
0.15467623,0.09025882,0.2167839935776361
0.1830532,0.7706078,0.2480420467097108
0.8373637,0.255051,0.0962052292616739
0.080089875,0.5901608,0.1775416807821155
0.37957337,0.78390586,0.267941763510823
0.15883884,0.46239215,0.2854328863945122
0.5337115,0.4024392,0.0846476179860051
0.31558502,0.5809647,0.3102638191132816
0.04645029,0.42776078,0.1090527301869312
0.12605178,0.31157255,0.2111735098817356
0.13101801,0.66386276,0.250612057164374
0.72179294,0.1701451,0.0878915502493564
0.05468801,0.3253686,0.1383114398079734
0.6052246,0.0787098,0.0623350723272266
0.8050937,0.6143569,0.1054522539877016
0.08208217,0.20917255,0.1834747346027171
0.9000576,0.32561177,0.0809314056667649
0.11763586,0.6832902,0.1905582400520402
0.019592024,0.5626706,0.0526664505263533
0.12762804,0.44190195,0.2372346381698702
0.176273,0.7298784,0.245117863624152
0.1584313,0.01677647,0.2235714484299275
0.0144147705,0.29391766,0.0441475906652864
0.056245662,0.21099608,0.1409717879891634
0.629202,0.40516078,0.0657501691643107
0.10130282,0.6974431,0.2066734224012468
0.15227298,0.44508627,0.1560284042980347
0.83189166,0.23956078,0.0924538354251123
0.06151969,0.26427844,0.1381797105628562
0.07237972,0.0071921567,0.1682485617828683
0.11262208,0.051007845,0.1962474817324729
0.6519941,0.5182745,0.0820274964089857
0.19721907,0.31876862,0.2452968662647402
0.03841857,0.3932902,0.1012130150439523
0.8019151,0.08408628,0.1103266436309895
0.53060937,0.5905882,0.0792222708580821
0.024881005,0.16611765,0.069520950206764
0.028656824,0.2446,0.0755935295688496
0.40022033,0.15661961,0.3037179853371332
0.103349164,0.1911255,0.2095673133226633
0.88338995,0.22283137,0.1003777678398294
0.09022058,0.5453451,0.1653124336426091
0.1171125,0.4164706,0.2018495653710216
0.5601501,0.012839216,0.1585020934664156
0.72201425,0.14950588,0.0801196527951537
0.07511438,0.37066665,0.1614849512592406
0.044571433,0.2689255,0.1081899822521211
0.008908283,0.20846666,0.0304171436825001
0.9565196,0.5155804,0.059744296620027
0.02651905,0.8661569,0.0677611521496818
0.8045697,0.31340393,0.0898750245829544
0.07452666,0.20718823,0.1391570529379123
0.046685196,0.78749806,0.1212021990944287
0.29442686,0.32348236,0.2266072353104201
0.63150835,0.34871373,0.0731505336227069
0.7170759,0.11250588,0.1041142886165149
0.30735305,0.40933332,0.2374644097602417
0.52429,0.7824941,0.0866914665780297
0.1467845,0.101835296,0.2133188309119901
0.0071220393,0.2188353,0.021870161979286
0.11730583,0.18074118,0.2123065247096439
0.015107304,0.020466667,0.0456722481445227
0.9089859,0.24435686,0.06678989212789
0.3001845,0.55153334,0.3450242601674935
0.012143451,0.12441176,0.0317236719188808
0.53552485,0.42521176,0.0876947425048437
0.009155688,0.36593333,0.029550231429059
0.6458054,0.30287844,0.066449537809258
0.11401629,0.43264705,0.2105026074287786
0.47614202,0.6208196,0.1978873247550304
0.53243524,0.5146863,0.0782585590723994
0.19548573,0.038509805,0.2502936195292339
0.1262953,0.56531763,0.2137857887100945
0.06682394,0.32929412,0.1707308423368469
0.66352195,0.283451,0.0656250363720729
0.621646,0.65244704,0.0568479658686116
0.09572831,0.37433726,0.1647573149588944
0.16938873,0.24329412,0.2636026167799895
0.2506246,0.0361451,0.2801853102519487
0.62765247,0.3899647,0.063302073670274
0.12500486,0.5099294,0.1844174009620648
0.13424085,0.13392156,0.2031714325521575
0.63103646,0.44865882,0.0642053974984846
0.025352461,0.1876549,0.0690106817734998
0.5356292,0.3779255,0.0965257896379742
