filename,y_true,pred_mean,pred_std,I,abs_error,lower_mc_90,upper_mc_90,width_mc_90,covered_mc_90,lower_mc_95,upper_mc_95,width_mc_95,covered_mc_95,lower_mc_conf_80,upper_mc_conf_80,width_mc_conf_80,covered_mc_conf_80,lower_mc_conf_90,upper_mc_conf_90,width_mc_conf_90,covered_mc_conf_90,lower_mc_conf_95,upper_mc_conf_95,width_mc_conf_95,covered_mc_conf_95,filename_for_use,image_path,candidate_group,case_id,selected,final_group
solar_Sun_Jun_25_11__8__11_2017_L_0.0105422948074_I_0.374588235294.jpg,0.010542295,0.0102679385,0.0048194695,0.37458822,0.00027435649999999964,0.0023399116,0.018195964,0.015856054,1,0.0008217776,0.019714098,0.018892322,1,0.0,0.0262134008669593,0.0262134008669593,1,0.0,0.0351665091204099,0.0351665091204099,1,0.0,0.0502276064026576,0.0502276064026576,1,solar_Sun_Jun_25_11__8__11_2017_L_0.0105422948074_I_0.374588235294.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Sun_Jun_25_11__8__11_2017_L_0.0105422948074_I_0.374588235294.jpg,Clean reliable,clean_011,0,Clean reliable
solar_Wed_Jun_28_7__10__45_2017_L_0.00898587933248_I_0.0672078431373.jpg,0.008985879,0.008710553,0.004977301,0.06720784,0.0002753260000000011,0.0005228929,0.016898213,0.01637532,1,0.0,0.018466063,0.018466063,1,0.0,0.0251781006625038,0.0251781006625038,1,0.0,0.0344243510062227,0.0344243510062227,1,0.0,0.0499785777597186,0.0499785777597186,1,solar_Wed_Jun_28_7__10__45_2017_L_0.00898587933248_I_0.0672078431373.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Wed_Jun_28_7__10__45_2017_L_0.00898587933248_I_0.0672078431373.jpg,Clean reliable,clean_012,0,Clean reliable
solar_Sun_Jun_25_12__9__36_2017_L_0.00747208703121_I_0.273960784314.jpg,0.007472087,0.0071964953,0.0038073834,0.2739608,0.0002755916999999993,0.0009333496,0.0134596415,0.012526292,1,0.0,0.014658967,0.014658967,1,0.0,0.0197941134746721,0.0197941134746721,1,0.0,0.0268674636640767,0.0268674636640767,1,0.0,0.0387663944374168,0.0387663944374168,1,solar_Sun_Jun_25_12__9__36_2017_L_0.00747208703121_I_0.273960784314.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Sun_Jun_25_12__9__36_2017_L_0.00747208703121_I_0.273960784314.jpg,Clean reliable,clean_013,0,Clean reliable
solar_Sun_Jun_25_11__34__49_2017_L_0.00950309962036_I_0.326415686275.jpg,0.0095031,0.009223577,0.004712735,0.3264157,0.00027952300000000027,0.0014711278,0.016976025,0.015504897,1,0.0,0.018460538,0.018460538,1,0.0,0.0248159760495778,0.0248159760495778,1,0.0,0.0335708452035221,0.0335708452035221,1,0.0,0.048298460718512,0.048298460718512,1,solar_Sun_Jun_25_11__34__49_2017_L_0.00950309962036_I_0.326415686275.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Sun_Jun_25_11__34__49_2017_L_0.00950309962036_I_0.326415686275.jpg,Clean reliable,clean_014,0,Clean reliable
solar_Sun_Jun_25_10__19__51_2017_L_0.00702930527269_I_0.277270588235.jpg,0.007029305,0.0067303227,0.0040827454,0.2772706,0.0002989822999999994,1.4206395e-05,0.013446439,0.013432233,1,0.0,0.014732504,0.014732504,1,0.0,0.0202388011981926,0.0202388011981926,1,0.0,0.027823584100715,0.027823584100715,1,0.0,0.0405828571850757,0.0405828571850757,1,solar_Sun_Jun_25_10__19__51_2017_L_0.00702930527269_I_0.277270588235.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Sun_Jun_25_10__19__51_2017_L_0.00702930527269_I_0.277270588235.jpg,Clean reliable,clean_015,0,Clean reliable
solar_Tue_Jun_20_9__58__59_2017_L_0.0117250062956_I_0.38931372549.jpg,0.011725007,0.0120919915,0.0057436377,0.38931373,0.00036698449999999876,0.0026437072,0.021540277,0.018896569,1,0.0008344613,0.023349522,0.02251506,1,0.0,0.031094477514519,0.031094477514519,1,0.0,0.0417640529998434,0.0417640529998434,1,0.0,0.0597126256961269,0.0597126256961269,1,solar_Tue_Jun_20_9__58__59_2017_L_0.0117250062956_I_0.38931372549.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Tue_Jun_20_9__58__59_2017_L_0.0117250062956_I_0.38931372549.jpg,Clean reliable,clean_016,0,Clean reliable
solar_Sun_Jun_25_8__48__17_2017_L_0.00915808288341_I_0.212819607843.jpg,0.009158083,0.009549738,0.003453621,0.2128196,0.00039165500000000117,0.0038685314,0.015230944,0.011362413,1,0.0027806405,0.016318835,0.013538195,1,0.0,0.0209771579116097,0.0209771579116097,1,0.0,0.0273934615076897,0.0273934615076897,1,0.0,0.0381870953963173,0.0381870953963173,1,solar_Sun_Jun_25_8__48__17_2017_L_0.00915808288341_I_0.212819607843.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Sun_Jun_25_8__48__17_2017_L_0.00915808288341_I_0.212819607843.jpg,Clean reliable,clean_017,0,Clean reliable
solar_Tue_Jun_27_14__34__28_2017_L_0.00927196688892_I_0.362890196078.jpg,0.009271967,0.00969134,0.0039093317,0.36289018,0.00041937299999999893,0.003260489,0.01612219,0.012861701,1,0.0020290497,0.01735363,0.01532458,1,0.0,0.0226261893885664,0.0226261893885664,1,0.0,0.0298888892183236,0.0298888892183236,1,0.0,0.042106347733424,0.042106347733424,1,solar_Tue_Jun_27_14__34__28_2017_L_0.00927196688892_I_0.362890196078.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Tue_Jun_27_14__34__28_2017_L_0.00927196688892_I_0.362890196078.jpg,Clean reliable,clean_018,0,Clean reliable
solar_Sun_Jun_25_10__37__2_2017_L_0.00747314339094_I_0.193109803922.jpg,0.0074731433,0.00705203,0.0033695512,0.19310981,0.0004211133000000004,0.0015091184,0.012594942,0.011085823,1,0.00044770958,0.01365635,0.013208641,1,0.0,0.0182013583622082,0.0182013583622082,1,0.0,0.0244615182423605,0.0244615182423605,1,0.0,0.0349924840576191,0.0349924840576191,1,solar_Sun_Jun_25_10__37__2_2017_L_0.00747314339094_I_0.193109803922.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Sun_Jun_25_10__37__2_2017_L_0.00747314339094_I_0.193109803922.jpg,Clean reliable,clean_019,0,Clean reliable
solar_Mon_Jun_26_12__49__55_2017_L_0.0100882198582_I_0.470749019608.jpg,0.01008822,0.009636731,0.0040542837,0.47074902,0.00045148899999999936,0.0029674345,0.016306028,0.013338594,1,0.0016903346,0.017583128,0.015892792,1,0.0,0.0230510620367783,0.0230510620367783,1,0.0,0.0305829827271911,0.0305829827271911,1,0.0,0.0432533299439536,0.0432533299439536,1,solar_Mon_Jun_26_12__49__55_2017_L_0.0100882198582_I_0.470749019608.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Mon_Jun_26_12__49__55_2017_L_0.0100882198582_I_0.470749019608.jpg,Clean reliable,clean_020,0,Clean reliable
solar_Mon_Jun_26_9__1__50_2017_L_0.0145567215223_I_0.268321568627.jpg,0.014556722,0.01409716,0.0050199367,0.26832157,0.00045956200000000016,0.0058393637,0.022354957,0.016515594,1,0.004258083,0.023936236,0.019678153,1,0.0,0.0307057408024996,0.0307057408024996,1,0.0,0.0400311788762854,0.0400311788762854,1,0.0,0.0557186168087746,0.0557186168087746,1,solar_Mon_Jun_26_9__1__50_2017_L_0.0145567215223_I_0.268321568627.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Mon_Jun_26_9__1__50_2017_L_0.0145567215223_I_0.268321568627.jpg,Clean reliable,clean_021,0,Clean reliable
solar_Tue_Jun_20_11__30__2_2017_L_0.0242200124019_I_0.866403921569.jpg,0.024220012,0.023705842,0.0063576237,0.86640394,0.0005141699999999978,0.013247551,0.03416413,0.02091658,1,0.0112449,0.036166783,0.024921883,1,0.0026723731824904,0.0447393108175095,0.042066937635019,1,0.0,0.0565492489011457,0.0565492489011457,1,0.0,0.0764161623059303,0.0764161623059303,1,solar_Tue_Jun_20_11__30__2_2017_L_0.0242200124019_I_0.866403921569.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Tue_Jun_20_11__30__2_2017_L_0.0242200124019_I_0.866403921569.jpg,Clean reliable,clean_022,0,Clean reliable
solar_Mon_Jun_26_15__57__41_2017_L_0.0108795485319_I_0.414160784314.jpg,0.010879548,0.0113991825,0.0054516587,0.4141608,0.0005196345000000012,0.0024312036,0.02036716,0.017935958,1,0.0007139314,0.022084434,0.021370502,1,0.0,0.0294358413982096,0.0294358413982096,1,0.0,0.0395631212430919,0.0395631212430919,1,0.0,0.0565994333964192,0.0565994333964192,1,solar_Mon_Jun_26_15__57__41_2017_L_0.0108795485319_I_0.414160784314.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Mon_Jun_26_15__57__41_2017_L_0.0108795485319_I_0.414160784314.jpg,Clean reliable,clean_023,0,Clean reliable
solar_Fri_Jun_23_10__6__59_2017_L_0.976028532201_I_0.496996078431.jpg,0.97602856,0.952234,0.013322646,0.49699607,0.02379456000000002,0.9303183,0.97414976,0.043831468,0,0.92612165,0.9783464,0.052224755,1,0.9081611776569298,0.9963068223430702,0.0881456446861403,1,0.8834150310484605,1.0,0.1165849689515394,1,0.8417865696381706,1.0,0.1582134303618294,1,solar_Fri_Jun_23_10__6__59_2017_L_0.976028532201_I_0.496996078431.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Fri_Jun_23_10__6__59_2017_L_0.976028532201_I_0.496996078431.jpg,Heavy success,heavy_000,1,Heavy success
solar_Tue_Jun_27_11__5__47_2017_L_0.972337181442_I_0.666145098039.jpg,0.9723372,0.95319015,0.013904161,0.6661451,0.019147050000000054,0.9303178,0.9760625,0.045744658,1,0.925938,0.9804423,0.054504275,1,0.9071937545385184,0.9991865454614816,0.0919927909229632,1,0.881367554058532,1.0,0.118632445941468,1,0.83792220448287,1.0,0.1620777955171299,1,solar_Tue_Jun_27_11__5__47_2017_L_0.972337181442_I_0.666145098039.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Tue_Jun_27_11__5__47_2017_L_0.972337181442_I_0.666145098039.jpg,Heavy success,heavy_001,0,Heavy success
solar_Tue_Jun_27_11__5__27_2017_L_0.971419556857_I_0.658752941176.jpg,0.9714196,0.97245073,0.0072653387,0.6587529,0.0010311299999999912,0.9604992,0.98440224,0.023903012,1,0.95821065,0.9866908,0.028480172,1,0.9484146624994318,0.9964867975005682,0.0480721350011363,1,0.9349188158837988,1.0,0.0650811841162013,1,0.9122158335194334,1.0,0.0877841664805666,1,solar_Tue_Jun_27_11__5__27_2017_L_0.971419556857_I_0.658752941176.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Tue_Jun_27_11__5__27_2017_L_0.971419556857_I_0.658752941176.jpg,Heavy success,heavy_002,0,Heavy success
solar_Tue_Jun_27_11__5__17_2017_L_0.970111058051_I_0.640541176471.jpg,0.9701111,0.9675773,0.0093863215,0.6405412,0.0025338000000000305,0.95213675,0.9830178,0.030881047,1,0.94918007,0.9859745,0.036794424,1,0.9365253077189996,0.9986292922810004,0.0621039845620008,1,0.91909013763869,1.0,0.08090986236131,1,0.889760346768478,1.0,0.1102396532315219,1,solar_Tue_Jun_27_11__5__17_2017_L_0.970111058051_I_0.640541176471.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Tue_Jun_27_11__5__17_2017_L_0.970111058051_I_0.640541176471.jpg,Heavy success,heavy_003,0,Heavy success
solar_Tue_Jun_27_11__7__18_2017_L_0.969549921145_I_0.678835294118.jpg,0.9695499,0.9761498,0.007973508,0.6788353,0.006599899999999992,0.9630334,0.9892662,0.026232839,1,0.9605217,0.9917779,0.0312562,1,0.9497712040543111,1.0,0.0502287959456887,1,0.93496006721546,1.0,0.0650399327845399,1,0.9100444774028782,1.0,0.0899555225971218,1,solar_Tue_Jun_27_11__7__18_2017_L_0.969549921145_I_0.678835294118.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Tue_Jun_27_11__7__18_2017_L_0.969549921145_I_0.678835294118.jpg,Heavy success,heavy_004,0,Heavy success
solar_Tue_Jun_27_11__7__3_2017_L_0.96881697141_I_0.688031372549.jpg,0.968817,0.9756083,0.007906236,0.6880314,0.006791299999999945,0.96260256,0.988614,0.026011467,1,0.9601121,0.9911045,0.030992389,1,0.9494522307489308,1.0,0.050547769251069,1,0.9347660388969584,1.0,0.0652339611030415,1,0.9100606340334508,1.0,0.0899393659665492,1,solar_Tue_Jun_27_11__7__3_2017_L_0.96881697141_I_0.688031372549.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Tue_Jun_27_11__7__3_2017_L_0.96881697141_I_0.688031372549.jpg,Heavy success,heavy_005,0,Heavy success
solar_Tue_Jun_27_11__6__58_2017_L_0.968654571583_I_0.698603921569.jpg,0.9686546,0.976826,0.008932096,0.6986039,0.00817139999999994,0.9621327,0.99151933,0.02938664,1,0.9593191,0.9943329,0.035013795,1,0.9472765243548508,1.0,0.0527234756451493,1,0.9306849920307758,1.0,0.0693150079692241,1,0.9027743854212624,1.0,0.0972256145787374,1,solar_Tue_Jun_27_11__6__58_2017_L_0.968654571583_I_0.698603921569.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Tue_Jun_27_11__6__58_2017_L_0.968654571583_I_0.698603921569.jpg,Heavy success,heavy_006,0,Heavy success
solar_Tue_Jun_27_11__7__58_2017_L_0.967051408443_I_0.708054901961.jpg,0.9670514,0.9683843,0.008137588,0.7080549,0.0013328999999999702,0.954998,0.98177063,0.026772618,1,0.95243466,0.984334,0.031899333,1,0.9414629495642828,0.9953056504357172,0.0538427008714346,1,0.9263470652309757,1.0,0.0736529347690243,1,0.9009188231047404,1.0,0.0990811768952597,1,solar_Tue_Jun_27_11__7__58_2017_L_0.967051408443_I_0.708054901961.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Tue_Jun_27_11__7__58_2017_L_0.967051408443_I_0.708054901961.jpg,Heavy success,heavy_007,0,Heavy success
solar_Fri_Jun_23_10__1__0_2017_L_0.965732677016_I_0.352133333333.jpg,0.9657327,0.9491943,0.013800774,0.35213333,0.016538399999999953,0.92649204,0.9718966,0.045404553,1,0.9221448,0.97624385,0.054099083,1,0.9035398947777956,0.9948487052222046,0.091308810444409,1,0.8779057160506694,1.0,0.1220942839493306,1,0.8347833892977262,1.0,0.1652166107022737,1,solar_Fri_Jun_23_10__1__0_2017_L_0.965732677016_I_0.352133333333.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Fri_Jun_23_10__1__0_2017_L_0.965732677016_I_0.352133333333.jpg,Heavy success,heavy_008,1,Heavy success
solar_Tue_Jun_27_11__8__13_2017_L_0.965561835161_I_0.712615686275.jpg,0.9655618,0.96842706,0.0076489416,0.71261567,0.0028652599999999806,0.9558446,0.98100954,0.025164962,1,0.9534351,0.983419,0.029983878,1,0.9431220858906862,0.9937320341093138,0.0506099482186275,1,0.9289137696100054,1.0,0.0710862303899946,1,0.9050122565642092,1.0,0.0949877434357908,1,solar_Tue_Jun_27_11__8__13_2017_L_0.965561835161_I_0.712615686275.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Tue_Jun_27_11__8__13_2017_L_0.965561835161_I_0.712615686275.jpg,Heavy success,heavy_009,0,Heavy success
solar_Fri_Jun_23_10__2__36_2017_L_0.964692370297_I_0.515580392157.jpg,0.96469235,0.96236426,0.010265834,0.5155804,0.002328090000000005,0.94547695,0.97925156,0.033774614,1,0.9422432,0.9824853,0.040242076,1,0.9284029590987456,0.9963255609012542,0.0679226018025085,1,0.9093342612836868,1.0,0.0906657387163131,1,0.8772565174758093,1.0,0.1227434825241906,1,solar_Fri_Jun_23_10__2__36_2017_L_0.964692370297_I_0.515580392157.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Fri_Jun_23_10__2__36_2017_L_0.964692370297_I_0.515580392157.jpg,Heavy success,heavy_010,1,Heavy success
solar_Fri_Jun_23_10__2__41_2017_L_0.964692370297_I_0.515580392157.jpg,0.96469235,0.9565196,0.011212169,0.5155804,0.008172749999999951,0.9380756,0.9749636,0.036888003,1,0.9345437,0.9784955,0.04395175,1,0.919427950669192,0.993611249330808,0.0741832986616157,1,0.8986016149935412,1.0,0.1013983850064588,1,0.8635671377188103,1.0,0.1364328622811896,1,solar_Fri_Jun_23_10__2__41_2017_L_0.964692370297_I_0.515580392157.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Fri_Jun_23_10__2__41_2017_L_0.964692370297_I_0.515580392157.jpg,Heavy success,heavy_011,0,Heavy success
solar_Tue_Jun_27_11__9__4_2017_L_0.962341841187_I_0.719058823529.jpg,0.96234185,0.969828,0.0069631417,0.7190588,0.007486149999999969,0.95837367,0.98128235,0.022908688,1,0.9561803,0.98347574,0.02729547,1,0.9467915593803627,0.9928644406196372,0.0460728812392743,1,0.9338569864030896,1.0,0.0661430135969104,1,0.912098189748312,1.0,0.0879018102516879,1,solar_Tue_Jun_27_11__9__4_2017_L_0.962341841187_I_0.719058823529.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Tue_Jun_27_11__9__4_2017_L_0.962341841187_I_0.719058823529.jpg,Heavy success,heavy_012,0,Heavy success
solar_Fri_Jun_23_10__16__30_2017_L_0.962193676066_I_0.439909803922.jpg,0.96219367,0.94974214,0.014024549,0.43990982,0.012451529999999988,0.92667174,0.97281253,0.04614079,1,0.922254,0.97723025,0.054976225,1,0.9033475172862904,0.9961367627137095,0.092789245427419,1,0.8772977189189164,1.0,0.1227022810810836,1,0.8334762285172177,1.0,0.1665237714827823,1,solar_Fri_Jun_23_10__16__30_2017_L_0.962193676066_I_0.439909803922.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Fri_Jun_23_10__16__30_2017_L_0.962193676066_I_0.439909803922.jpg,Heavy success,heavy_013,0,Heavy success
solar_Fri_Jun_23_9__59__49_2017_L_0.961654854644_I_0.401717647059.jpg,0.96165484,0.9423634,0.01129089,0.40171763,0.01929144000000005,0.92378986,0.9609369,0.037147045,0,0.92023325,0.9644935,0.044260263,1,0.9050113522281296,0.9797154477718704,0.0747040955437408,1,0.8840388072185497,1.0,0.1159611927814503,1,0.8487583736859987,1.0,0.1512416263140013,1,solar_Fri_Jun_23_9__59__49_2017_L_0.961654854644_I_0.401717647059.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Fri_Jun_23_9__59__49_2017_L_0.961654854644_I_0.401717647059.jpg,Heavy success,heavy_014,0,Heavy success
solar_Fri_Jun_23_9__59__54_2017_L_0.960791212228_I_0.300952941176.jpg,0.96079123,0.91831666,0.017718187,0.30095294,0.04247456999999999,0.8891702,0.9474631,0.058292866,0,0.883589,0.9530443,0.069455266,0,0.8597039814047688,0.9769293385952312,0.1172253571904624,1,0.8267939506755763,1.0,0.1732060493244237,1,0.7714320405609416,1.0,0.2285679594390584,1,solar_Fri_Jun_23_9__59__54_2017_L_0.960791212228_I_0.300952941176.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Fri_Jun_23_9__59__54_2017_L_0.960791212228_I_0.300952941176.jpg,Heavy success,heavy_015,0,Heavy success
solar_Fri_Jun_23_10__8__9_2017_L_0.95971023122_I_0.553247058824.jpg,0.95971024,0.9579421,0.009073923,0.55324703,0.0017681400000000291,0.9430155,0.97286874,0.029853225,1,0.94015723,0.975727,0.035569787,1,0.9279234797847796,0.9879607202152204,0.060037240430441,1,0.9110685306951256,1.0,0.0889314693048742,1,0.8827147991484565,1.0,0.1172852008515434,1,solar_Fri_Jun_23_10__8__9_2017_L_0.95971023122_I_0.553247058824.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Fri_Jun_23_10__8__9_2017_L_0.95971023122_I_0.553247058824.jpg,Heavy success,heavy_016,0,Heavy success
